ID,グループ,施設名,郵便番号,所在地,緯度,経度,電話番号
3490,医療機関,田中医院,770-0052,徳島市中島田町2-6-3,,,
3491,医療機関,田中医院,779-3244,名西郡石井町浦庄字下浦689-1,,,
3492,医療機関,田中医院,770-0807,徳島市中前川町4丁目23-1,,,
3493,医療機関,田中産婦人科,770-0921,徳島市栄町4丁目18,,,
3494,医療機関,田中歯科,774-0045,阿南市宝田町川原118番地の1,,,
3495,医療機関,たなか歯科矯正クリニック,770-8078,徳島市八万町橋本92-9,,,
3496,医療機関,タナベ歯科医院,779-1101,阿南市羽ノ浦町中庄市41-8,,,
3497,医療機関,とくしま耳鼻咽喉科クリニック,771-1154,徳島市応神町東貞方字北野93番地1,,,
3498,医療機関,谷医院,779-3401,吉野川市山川町建石158,,,
3499,医療機関,谷医院,773-0017,小松島市立江町江の上1-1,,,
3500,医療機関,谷医院,772-0002,鳴門市撫養町斎田字大提129,,,
3501,医療機関,谷クリニック,779-4101,美馬郡つるぎ町貞光字町77,,,
3502,医療機関,谷口耳鼻咽喉科クリニック,771-0220,板野郡松茂町広島字南ノ川42-1,,,
3503,医療機関,谷歯科医院,771-0212,板野郡松茂町広島字北川向四ノ越27-2,,,
3504,医療機関,谷病院,779-4101,美馬郡つるぎ町貞光字中須賀48-2,,,
3505,医療機関,たにむら歯科矯正歯科,774-0004,阿南市福村町北筋7-2,,,
3506,医療機関,谷本歯科医院,779-3401,吉野川市山川町翁喜台169-11,,,
3507,医療機関,田根内科胃腸科医院,771-0205,板野郡北島町江尻字松堂45-1,,,
3508,医療機関,田渕歯科医院,771-1330,板野郡上板町西分字君ノ木22-1,,,
3509,医療機関,たまき青空病院,779-3125,徳島市国府町早淵字北カシヤ５６番地１,,,
3510,医療機関,玉眞病院,774-0045,阿南市宝田町荒井20番地,,,
3511,医療機関,田宮メンタルクリニック,770-0003,徳島市北田宮3丁目1-1,,,
3512,医療機関,田村医院,779-4101,美馬郡つるぎ町貞光字宮下12-4,,,
3513,医療機関,田村医院一宇診療所,779-4302,美馬郡つるぎ町一宇字赤松1322-9,,,
3514,医療機関,田村歯科医院,779-3233,名西郡石井町石井字石井412-1,,,
3515,医療機関,田村歯科クリニック,771-2304,三好市三野町芝生1087,,,
3516,医療機関,田村病院,770-8007,徳島市新浜本町2丁目2-5,,,
3517,医療機関,田山チャイルドクリニック,770-0006,徳島市北矢三町3丁目3番41号,,,
3518,医療機関,第一病院,770-8007,徳島市新浜本町1-7-10,,,
3519,医療機関,だいとうレディースクリニック,772-0011,鳴門市撫養町大桑島字北浜71,,,
3520,医療機関,町立上那賀病院,771-5503,那賀郡那賀町小浜137番地の1,,,
3521,医療機関,つかさクリニック,771-0203,板野郡北島町中村字上地8-1,,,
3522,医療機関,辻泌尿器科内科クリニック,773-0006,小松島市横須町12-48,,,
3523,医療機関,津田クリニック,770-8003,徳島市津田本町４丁目2番87号,,,
3524,医療機関,津田歯科医院,770-0816,徳島市助任本町4丁目13番地,,,
3525,医療機関,津田内科,770-0835,徳島市藍場町1丁目32番地,,,
3526,医療機関,津田ブレインクリニック,772-0001,鳴門市撫養町黒崎字八幡113-1,,,
3527,医療機関,筒井クリニック,776-0010,吉野川市鴨島町鴨島283,,,
3528,医療機関,筒井歯科医院,770-8053,徳島市沖浜東3丁目47-1,,,
3529,医療機関,堤歯科,779-0105,板野郡板野町大寺字岡ノ前115番地,,,
3530,医療機関,椿診療所,779-1750,阿南市椿町地蔵ケ谷７番地２,,,
3531,医療機関,椿原歯科クリニック,770-0815,徳島市助任橋2丁目30番地ＡＢＥＳＴＡＴＥ2Ｆ,,,
3532,医療機関,つばさ歯科クリニック,770-0866,徳島市末広4丁目5-13,,,
3533,医療機関,津保整形外科,779-0225,鳴門市大麻町檜字東山田57番地の5,,,
3534,医療機関,鶴岡内科胃腸科,771-1220,板野郡藍住町東中富字龍池傍示54-3,,,
3535,医療機関,つるぎ町立半田病院,779-4401,美馬郡つるぎ町半田字中薮234-1,,,
3536,医療機関,鉄耳鼻咽喉科,770-8074,徳島市八万町下福万161-4,,,
3537,医療機関,手束病院,779-3233,名西郡石井町石井字石井434,,,
3538,医療機関,寺井歯科医院,770-0872,徳島市北沖洲1丁目13番5号,,,
3539,医療機関,寺沢病院,770-8004,徳島市津田西町1丁目2番30号,,,
3540,医療機関,天山歯科医院,771-1302,板野郡上板町七条字西栗ノ木13,,,
3541,医療機関,天真歯科矯正歯科,773-0001,小松島市小松島町字北浜36-2,,,
3542,医療機関,天満病院,770-0047,徳島市名東町1丁目91番地,,,
3543,医療機関,東條歯科医院,770-0944,徳島市南昭和町4丁目70番地の2,,,
3544,医療機関,藤内整形外科病院,779-4703,三好郡東みよし町中庄1011の3,,,
3545,医療機関,東洋医院,779-3121,徳島市国府町和田字原渕67-1,,,
3546,医療機関,東洋病院,770-0051,徳島市北島田町1-160-2,,,
3547,医療機関,徳島往診クリニック,770-8070,徳島市八万町新貝56-28,,,
3548,医療機関,徳島矯正歯科診療所,770-0022,徳島市佐古二番町9-16,,,
3549,医療機関,徳島クリニック,770-0942,徳島市昭和町1-16,,,
3550,医療機関,徳島県歯科医師会口腔保健センター心身障害者歯科診療所,770-0003,徳島市北田宮1丁目8番65号,,,
3551,医療機関,徳島県歯科医師会老人保健施設等巡回歯科診療所,770-0003,徳島市北田宮1丁目8-65,,,
3552,医療機関,徳島県障害者相談支援センター,770-0005,徳島市南矢三町2丁目1-59,,,
3553,医療機関,徳島検診クリニック,770-0004,徳島市南田宮4丁目8番56号,,,
3554,医療機関,徳島県精神保健福祉センター,770-0855,徳島市新蔵町3丁目80,,,
3555,医療機関,徳島健生病院,770-8547,徳島市下助任町4-9-1,,,
3556,医療機関,徳島県赤十字血液センター徳島駅前出張所,770-0834,徳島市元町1-24,,,
3557,医療機関,徳島県総合健診センター,770-0042,徳島市蔵本町1丁目10番地3,,,
3558,医療機関,徳島県出羽島診療所,775-0013,海部郡牟岐町大字牟岐浦字出羽島49-18,,,
3559,医療機関,徳島県農村健康管理センター,771-1701,阿波市阿波町平川原北59-1,,,
3560,医療機関,徳島県立海部病院,775-0006,海部郡牟岐町大字中村字本村75-1,,,
3561,医療機関,徳島県立中央病院,770-8539,徳島市蔵本町1丁目10-3,,,
3562,医療機関,徳島県立三好病院,778-8503,三好市池田町シマ815-2,,,
3563,医療機関,徳島さくらクリニック,779-3131,徳島市下町本丁59番地の1,,,
3564,医療機関,徳島市歯科医師会休日救急等診療所,770-0003,徳島市北田宮1丁目8番65号,,,
3565,医療機関,徳島市民病院,770-0812,徳島市北常三島町2丁目34番地,,,
3566,医療機関,徳島市夜間休日急病診療所,770-8053,徳島市沖浜東2丁目16番地,,,
3567,医療機関,徳島シーガルクリニック,770-0832,徳島市寺島本町東1丁目30,,,
3568,医療機関,徳島赤十字ひのみね総合療育センター,773-0015,小松島市中田町字新開4-1,,,
3569,医療機関,徳島赤十字病院,773-0001,小松島市小松島町字井利ノ口103番地,,,
3570,医療機関,徳島大学病院,770-8503,徳島市蔵本町2丁目50番地の1,,,
3571,医療機関,徳島逓信病院,770-8798,徳島市伊賀町3丁目19番地の2,,,
3572,医療機関,徳島内科消化器科クリニック,770-8024,徳島市西須賀町東開34,,,
3573,医療機関,徳島皮フ科クリニック,771-0130,徳島市川内町加賀須野419-3,,,
3574,医療機関,とくしまブレストケアクリニック,770-0052,徳島市中島田町4丁目7-7,,,
3575,医療機関,徳島ロイヤル病院,773-0015,小松島市中田町字新開48番地,,,
3576,医療機関,徳善歯科クリニック,778-0003,三好市池田町サラダ1766-10,,,
3577,医療機関,徳元歯科医院,772-0002,鳴門市撫養町斎田字北浜103,,,
3578,医療機関,としま小児科,779-3601,美馬市脇町字拝原1774-6,,,
3579,医療機関,とだ矯正歯科,770-0833,徳島市一番町3丁目11番地駅前ビル4Ｆ,,,
3580,医療機関,戸田歯科,770-8074,徳島市八万町下福万139-16,,,
3581,医療機関,戸田歯科医院,771-1220,板野郡藍住町東中富字東傍示1-14,,,
3582,医療機関,戸田皮膚科医院,770-0863,徳島市大和町１丁目6-32,,,
3583,医療機関,殿谷整形外科医院,774-0021,阿南市津乃峰町戎山149番地の75,,,
3584,医療機関,トビウメ歯科,771-1251,板野郡藍住町矢上字西42-7,,,
3585,医療機関,飛梅歯科医院,776-0010,吉野川市鴨島町鴨島526-10,,,
3586,医療機関,冨岡医院,779-3117,徳島市国府町日開973の1,,,
3587,医療機関,冨田内科胃腸科クリニック,770-0004,徳島市南田宮1-3-50,,,
3588,医療機関,冨田病院,779-2306,海部郡美波町西河内字月輪129-4,,,
3589,医療機関,富田橋クリニック,770-0937,徳島市富田橋5丁目22,,,
3590,医療機関,富塚歯科医院,779-1101,阿南市羽ノ浦町中庄市2-3,,,
3591,医療機関,富塚診療所,770-8063,徳島市南二軒屋町3-2-1,,,
3592,医療機関,富塚歯科,770-0841,徳島市八百屋町2丁目12番地,,,
3593,医療機関,富永医院,779-1101,阿南市羽ノ浦町中庄市49-3,,,
3594,医療機関,とみなが歯科医院,771-0360,鳴門市瀬戸町明神字下本城197番地の3,,,
3595,医療機関,冨永歯科医院,770-0872,徳島市北沖洲2丁目8-44,,,
3596,医療機関,富本医院,779-3403,吉野川市山川町堤外5-17,,,
3597,医療機関,富本小児科内科,771-1220,板野郡藍住町東中富字東傍示1の3,,,
3598,医療機関,友成医院,771-1302,板野郡上板町七条字山神22-1,,,
3599,医療機関,豊岡医院,779-0105,板野郡板野町大寺字亀山西188-1,,,
3600,医療機関,豊崎医院,770-0003,徳島市北田宮2-7-72,,,
3601,医療機関,豊田歯科医院,779-3122,徳島市国府町府中46-2,,,
3602,医療機関,豊田内科,770-0861,徳島市住吉2丁目2-35,,,
3603,医療機関,土肥医院,774-0017,阿南市見能林町東石仏2,,,
3604,医療機関,独立行政法人国立病院機構徳島病院,776-8585,吉野川市鴨島町敷地1354番地,,,
3605,医療機関,独立行政法人国立病院機構東徳島医療センター,779-0193,板野郡板野町大寺字大向北1-1,,,
3606,医療機関,土内歯科医院,770-0846,徳島市南内町3-7,,,
3607,医療機関,内科クリニックオクムラ,771-1201,板野郡藍住町奥野字長江口70番地7,,,
3608,医療機関,中井医院,770-8063,徳島市南二軒屋町1丁目2-8,,,
3609,医療機関,なかがわ歯科,774-0047,阿南市下大野町渡り上り676-2,,,
3610,医療機関,中川歯科医院,771-2105,美馬市美馬町字柿ノ木17-1,,,
3611,医療機関,中川歯科医院,779-3122,徳島市国府町府中580番地1,,,
3612,医療機関,中川整形外科医院,771-1273,板野郡藍住町勝瑞字東勝地95-2,,,
3613,医療機関,なか歯科医院,779-3405,吉野川市山川町村雲57-13,,,
3614,医療機関,ナカ歯科医院,770-0854,徳島市徳島本町3丁目13,,,
3615,医療機関,中洲八木病院,770-0856,徳島市中洲町1-31,,,
3616,医療機関,中瀬医院,770-0937,徳島市富田橋1丁目11番地の2,,,
3617,医療機関,中瀬病院,771-1151,徳島市応神町古川字戎子野97-1,,,
3618,医療機関,中田歯科医院,773-0015,小松島市中田町字新開32-5,,,
3619,医療機関,中田歯科医院,771-4307,勝浦郡勝浦町大字三溪字樫渕71の6,,,
3620,医療機関,中田歯科医院,771-0130,徳島市川内町加賀須野460-5,,,
3621,医療機関,中谷医院,771-3311,名西郡神山町神領字西野間23番地1,,,
3622,医療機関,なかたに産婦人科,779-3233,名西郡石井町石井字石井554-7,,,
3623,医療機関,那賀町国民健康保険木沢診療所,771-6105,那賀郡那賀町木頭字広瀬5-2,,,
3624,医療機関,那賀町国民健康保険北川診療所,771-6512,那賀郡那賀町木頭北川字下モ伴71,,,
3625,医療機関,那賀町国民健康保険木頭診療所,771-6403,那賀郡那賀町木頭和無田字イワツシ1,,,
3626,医療機関,那賀町国民健康保険日野谷診療所,771-5411,那賀郡那賀町大久保字大西3-2,,,
3627,医療機関,中西医院,779-0238,鳴門市大麻町板東字東山田69の1,,,
3628,医療機関,中西歯科医院,771-1624,阿波市市場町山野上字白坂234-1,,,
3629,医療機関,中西歯科医院,775-0006,海部郡牟岐町大字中村字本村54-17,,,
3630,医療機関,中西歯科医院,771-1401,阿波市吉野町柿原字植松81-7,,,
3631,医療機関,中西内科クリニック,779-3401,吉野川市山川町川東88の1,,,
3632,医療機関,中野歯科,774-0017,阿南市見能林町下かうや12-6,,,
3633,医療機関,中野歯科医院,777-0005,美馬市穴吹町穴吹字李1-1,,,
3634,医療機関,中野診療所,779-1740,阿南市椿泊町出島２７番地,,,
3635,医療機関,中原歯科医院,771-5203,那賀郡那賀町和食郷字南川284番地の1,,,
3636,医療機関,中村外科内科,770-0804,徳島市中吉野町4丁目50-2,,,
3637,医療機関,中村耳鼻咽喉科クリニック,771-0206,板野郡北島町高房字百広花23-1,,,
3638,医療機関,中村整形,770-8063,徳島市南二軒屋町1丁目1番16号,,,
3639,医療機関,中森歯科医院,779-0225,鳴門市大麻町桧字野神ノ北54-5,,,
3640,医療機関,中屋眼科医院,771-1273,板野郡藍住町勝瑞字東勝地386番地の3,,,
3641,医療機関,中山医院,771-1401,阿波市吉野町柿原字ノタ原42,,,
3642,医療機関,中山産婦人科,771-1221,板野郡藍住町東中富字長江傍示5-6,,,
3643,医療機関,中山内科医院,770-0021,徳島市佐古一番町8番7号,,,
3644,医療機関,長岡歯科クリニック,770-8041,徳島市上八万町西山112-163,,,
3645,医療機関,長岡整形外科,770-0808,徳島市南前川町4丁目3番地 ヴィラフェニックス城ノ内2階,,,
3646,医療機関,永尾病院,779-4101,美馬郡つるぎ町貞光字町52-2,,,
3647,医療機関,渚クリニック,773-0013,小松島市前原町字東19-3,,,
3648,医療機関,名手耳鼻咽喉科,770-0905,徳島市東大工町1-23,,,
3649,医療機関,奈良井歯科医院,777-0005,美馬市穴吹町穴吹字畑中10番地3,,,
3650,医療機関,成田クリニック,779-3602,美馬市脇町大字猪尻字東分27-1,,,
3651,医療機関,成田診療所,779-3602,美馬市脇町大字猪尻字西分148,,,
3652,医療機関,成田病院,779-3601,美馬市脇町字拝原2576番地,,,
3653,医療機関,鳴門川島クリニック,772-0043,鳴門市大津町段関字西68番地5,,,
3654,医療機関,鳴門歯科,772-0012,鳴門市撫養町小桑島字前浜269,,,
3655,医療機関,鳴門シーガル病院,771-0361,鳴門市瀬戸町堂浦字阿波井57番地,,,
3656,医療機関,鳴門山上病院,772-0053,鳴門市鳴門町土佐泊浦字高砂205-29,,,
3657,医療機関,南海病院,772-0053,鳴門市鳴門町土佐泊浦字高砂5,,,
3658,医療機関,ニイ歯科クリニック,770-0047,徳島市名東町2丁目11-2,,,
3659,医療機関,新居内科,771-0206,板野郡北島町高房字八丁野東8-1,,,
3660,医療機関,新居内科,779-3120,徳島市国府町南岩延810-1,,,
3661,医療機関,仁木歯科医院,774-0030,阿南市富岡町内町170-1,,,
3662,医療機関,仁木歯科医院,771-0219,板野郡松茂町笹木野字八下23-17,,,
3663,医療機関,仁木耳鼻咽喉科,771-0204,板野郡北島町鯛浜字川久保193-1,,,
3664,医療機関,西川内科クリニック,771-1703,阿波市阿波町南柴生78-1,,,
3665,医療機関,西木戸歯科医院,770-0834,徳島市元町1-24　アミコビル2Ｆ,,,
3666,医療機関,西歯科医院,770-0046,徳島市鮎喰町1丁目58番地4,,,
3667,医療機関,西歯科医院,771-0131,徳島市川内町大松143-14,,,
3668,医療機関,西新町二丁目クリニック,770-0902,徳島市西新町２丁目7番地の3,,,
3669,医療機関,にしたに皮ふ科,770-8004,徳島市津田西町2丁目1の19,,,
3670,医療機関,西田歯科医院,770-8003,徳島市津田本町3丁目1-78,,,
3671,医療機関,西村歯科医院,771-1705,阿波市阿波町高垣46-1,,,
3672,医療機関,虹の橋クリニック,770-0052,徳島市中島田町3丁目60番地1,,,
3673,医療機関,新田歯科クリニック,771-2501,三好郡東みよし町昼間999-2,,,
3674,医療機関,新田整形外科,770-8081,徳島市八万町弐丈106番地54,,,
3675,医療機関,ぬまたデンタルクリニック,771-0203,板野郡北島町中村字東堤ノ内17-6,,,
3676,医療機関,納田歯科医院,771-1350,板野郡上板町瀬部76番地の1,,,
3677,医療機関,野口歯科医院,770-0937,徳島市富田橋1丁目27番地,,,
3678,医療機関,野口歯科医院,779-2305,海部郡美波町奥河内字寺前217-3,,,
3679,医療機関,野瀬内科,770-8006,徳島市新浜町2丁目4-27,,,
3680,医療機関,のぞむ歯科,770-0023,徳島市佐古三番町1-13,,,
3681,医療機関,野田医院,771-1301,板野郡上板町鍛冶屋原字妙楽寺15-1,,,
3682,医療機関,野田医院,771-1301,板野郡上板町鍛冶屋原字西北原18,,,
3683,医療機関,野田医院,775-0302,海部郡海陽町奥浦字西分35-1,,,
3684,医療機関,野田産婦人科麻酔科クリニック,770-0931,徳島市富田浜3丁目8,,,
3685,医療機関,博愛記念病院,770-8023,徳島市勝占町惣田9,,,
3686,医療機関,はぐくみの森歯科クリニック,779-0221,鳴門市大麻町萩原字西山田１０７−７,,,
3687,医療機関,橋川歯科,770-0053,徳島市南島田町3丁目55,,,
3688,医療機関,橋口内科クリニック,770-0937,徳島市富田橋1丁目30番地,,,
3689,医療機関,橋本医院,772-0032,鳴門市大津町吉永字4番越471-6,,,
3690,医療機関,弘子メンタルクリニック,770-8076,徳島市八万町内浜10-2,,,
3691,医療機関,橋本内科,770-8003,徳島市津田本町4丁目3-74-1,,,
3692,医療機関,橋本病院,770-0813,徳島市中常三島町3丁目22,,,
3693,医療機関,橋本リハビリテーションクリニック,770-0813,徳島市中常三島町3丁目19番地の3,,,
3694,医療機関,秦眼科,779-3601,美馬市脇町字拝原1441番地1,,,
3695,医療機関,秦産婦人科内科,771-1211,板野郡藍住町徳命140-2,,,
3696,医療機関,畑野歯科医院,770-0846,徳島市南内町１丁目10-1,,,
3697,医療機関,八多病院,771-4266,徳島市八多町小倉76,,,
3698,医療機関,花川皮膚科診療所,770-0046,徳島市鮎喰町1丁目45-3,,,
3699,医療機関,華の都クリニック,770-0051,徳島市北島田町1丁目46番地の11,,,
3700,医療機関,羽ノ浦整形外科内科病院,779-1102,阿南市羽ノ浦町宮倉芝生40-11,,,
3701,医療機関,浜クリニック,778-0002,三好市池田町マチ2443-1,,,
3702,医療機関,浜口歯科,770-0928,徳島市二軒屋町1-26,,,
3703,医療機関,浜口歯科医院,774-0015,阿南市才見町三本松46番地の1,,,
3704,医療機関,浜崎歯科医院,779-3222,名西郡石井町高川原字天神597-1,,,
3705,医療機関,?M條内科医院,770-8084,徳島市八万町法花谷208-3,,,
3706,医療機関,はまだ整形外科リウマチクリニック,771-0131,徳島市川内町大松８０２−１,,,
3707,医療機関,浜田皮ふ泌尿器科,772-0002,鳴門市撫養町斎田字北浜148,,,
3708,医療機関,?Mデンタルオフィス,771-1266,板野郡藍住町住吉字藤ノ木128-6,,,
3709,医療機関,浜中内科医院,772-0014,鳴門市撫養町弁財天字ハマ11-68,,,
3710,医療機関,浜病院,771-1252,板野郡藍住町矢上字北分95,,,
3711,医療機関,浜松歯科医院,770-8082,徳島市八万町川南58-3,,,
3712,医療機関,早雲歯科医院,770-0006,徳島市北矢三町2-2-4,,,
3713,医療機関,林眼科,779-4101,美馬郡つるぎ町貞光字大須賀64-1,,,
3714,医療機関,林クリニック,779-3610,美馬市脇町大字脇町340番地,,,
3715,医療機関,はやし歯科口腔外科クリニック,770-0804,徳島市中吉野町1丁目58−１,,,
3716,医療機関,林整形外科,774-0017,阿南市見能林町堤ノ内6-1,,,
3717,医療機関,林内科,770-0943,徳島市中昭和町2-94,,,
3718,医療機関,林内科医院,771-1701,阿波市阿波町谷島158,,,
3719,医療機関,林病院,770-8012,徳島市大原町東千代ヶ丸19-52,,,
3720,医療機関,原歯科医院,770-0866,徳島市末広4丁目8-5,,,
3721,医療機関,原歯科クリニック,772-0002,鳴門市撫養町斎田字浜端南111,,,
3722,医療機関,原歯科瀬戸クリニック,771-0360,鳴門市瀬戸町明神字鳴谷114番地の7,,,
3723,医療機関,原田医院,779-1402,阿南市桑野町岡元5-1,,,
3724,医療機関,原田医院,779-0302,鳴門市大麻町大谷字中通30,,,
3725,医療機関,原田医院,770-0808,徳島市南前川町4-48,,,
3726,医療機関,原田外科胃腸科,770-0932,徳島市仲之町2-33,,,
3727,医療機関,原田内科,772-0035,鳴門市大津町矢倉字六ノ越5-9,,,
3728,医療機関,原田病院,774-0030,阿南市富岡町あ石14-1,,,
3729,医療機関,春名産婦人科医院,770-8063,徳島市南二軒屋町1-2-55,,,
3730,医療機関,ハローデンタルクリニック,779-3601,美馬市脇町字拝原2507-2,,,
3731,医療機関,半田歯科医院,779-4401,美馬郡つるぎ町半田字小野145-1,,,
3732,医療機関,板東医院,779-1401,阿南市内原町筒崎5-4,,,
3733,医療機関,板東眼科,771-1502,阿波市土成町水田字月成121,,,
3734,医療機関,ばんどう歯科,770-0027,徳島市佐古七番町8-1,,,
3735,医療機関,板東歯科医院,770-0944,徳島市南昭和町3丁目50-1,,,
3736,医療機関,坂東歯科医院,770-8063,徳島市南二軒屋町石井利1357-2,,,
3737,医療機関,坂東歯科医院,770-0802,徳島市吉野本町3丁目22,,,
3738,医療機関,板東診療所,779-0238,鳴門市大麻町板東字東山田8番地2,,,
3739,医療機関,板東整形外科,771-1220,板野郡藍住町東中富字権現傍示51-1,,,
3740,医療機関,坂東ハートクリニック,770-8025,徳島市三軒屋町下分28-2,,,
3741,医療機関,日浦歯科医院,770-0934,徳島市秋田町3丁目18番地,,,
3742,医療機関,ひうら小児科,770-0025,徳島市佐古五番町10-7,,,
3743,医療機関,日開眼科,773-0003,小松島市松島町5-10,,,
3744,医療機関,東クリニック,778-0204,三好市東祖谷京上170-3,,,
3745,医療機関,東山歯科医院,770-0006,徳島市北矢三町3丁目3-20,,,
3746,医療機関,ひはら歯科医院,778-0002,三好市池田町マチ2518-10,,,
3747,医療機関,日比野病院,770-0832,徳島市寺島本町東2-14,,,
3748,医療機関,平岡歯科医院,775-0203,海部郡海陽町大里字古畑116-1,,,
3749,医療機関,平尾レディースクリニック,770-8024,徳島市西須賀町下中須85-7,,,
3750,医療機関,平田歯科医院,779-3221,名西郡石井町高川原字南島702-8,,,
3751,医療機関,平野医院,770-0933,徳島市南仲之町1丁目5番地,,,
3752,医療機関,平野整形外科,777-0005,美馬市穴吹町穴吹字藪の下30-1,,,
3753,医療機関,平野内科,771-0204,板野郡北島町鯛浜字川久保197-1,,,
3754,医療機関,ひろクリニック,770-8076,徳島市八万町内浜15-6,,,
3755,医療機関,廣瀬医院,774-0044,阿南市上中町岡293-1,,,
3756,医療機関,ひろせ歯科医院,779-0114,板野郡板野町羅漢字吉田2-2,,,
3757,医療機関,ヒロタ歯科医院,775-0202,海部郡海陽町四方原字町西48-1,,,
3758,医療機関,ヒワサクリニック,779-2306,海部郡美波町西河内字丹前102番地2,,,
3759,医療機関,眉山病院,770-8061,徳島市西二軒屋町2-39-2,,,
3760,医療機関,ファミリークリニックしんの,779-0118,板野郡板野町下庄字古杉106-2,,,
3761,医療機関,ファミリーデンタルクリニック,771-0206,板野郡北島町高房字東中道18-10,,,
3762,医療機関,福井歯科医院,771-4306,勝浦郡勝浦町大字棚野字桧岡8-5,,,
3763,医療機関,福井デンタルクリニック,771-1272,板野郡藍住町勝瑞字成長140-5,,,
3764,医療機関,福崎歯科医院,773-0031,小松島市和田島町字松田新田195番2,,,
3765,医療機関,福島歯科医院,771-1402,阿波市吉野町西条字中小路15,,,
3766,医療機関,福島内科,779-0119,板野郡板野町西中富字喜多居地81-1,,,
3767,医療機関,福田歯科医院,771-3311,名西郡神山町神領字本野間55-1,,,
3768,医療機関,福田医院,772-0017,鳴門市撫養町立岩字七枚110番地,,,
3769,医療機関,福田整形外科病院,770-0846,徳島市南内町1丁目34番地,,,
3770,医療機関,福永医院,770-0033,徳島市南佐古三番町9-3,,,
3771,医療機関,福原歯科医院,779-3200,名西郡石井町石井字石井265-1,,,
3772,医療機関,福原皮膚科,773-0005,小松島市南小松島町7-62,,,
3773,医療機関,福本眼科,770-8054,徳島市山城西4丁目7番地2,,,
3774,医療機関,福本耳鼻咽喉科医院,770-0932,徳島市仲之町1丁目31番地,,,
3775,医療機関,福本ヒフ科,770-0939,徳島市かちどき橋2丁目60,,,
3776,医療機関,ふくや小児科内科,770-8074,徳島市八万町下福万149-9,,,
3777,医療機関,藤井医院,770-0861,徳島市住吉1-4-39,,,
3778,医療機関,富士医院,779-1510,阿南市新野町西馬場3-3,,,
3779,医療機関,藤井病院,774-0017,阿南市見能林町築溜1の1,,,
3780,医療機関,藤江眼科,770-0939,徳島市かちどき橋1-23,,,
3781,医療機関,藤岡クリニック,770-0942,徳島市昭和町8丁目66,,,
3782,医療機関,藤崎矯正歯科クリニック,771-0204,板野郡北島町鯛浜字大西１５３番６,,,
3783,医療機関,藤島歯科医院,770-8002,徳島市津田町4-1-64,,,
3784,医療機関,藤田眼科,770-0026,徳島市佐古六番町6番27号,,,
3785,医療機関,藤谷歯科医院,770-0025,徳島市佐古五番町9-17,,,
3786,医療機関,藤中内科医院,770-0942,徳島市昭和町1-21,,,
3787,医療機関,藤野医院,773-0023,小松島市坂野町字平田18-2,,,
3788,医療機関,ふじの小児科クリニック,773-0023,小松島市坂野町字平田18-4,,,
3789,医療機関,藤野内科クリニック,770-8007,徳島市新浜本町3丁目6番6号,,,
3790,医療機関,藤本クリニック,771-0204,板野郡北島町鯛浜字西中野99-2,,,
3791,医療機関,布村医院,770-0816,徳島市助任本町4-1,,,
3792,医療機関,布村眼科医院,770-0816,徳島市助任本町4-1,,,
3793,医療機関,古川小児科内科医院,774-0011,阿南市領家町土倉17番地1,,,
3794,医療機関,古本内科クリニック,776-0010,吉野川市鴨島町鴨島406-5,,,
3795,医療機関,文化の森内科,770-8079,徳島市八万町大坪180番地,,,
3796,医療機関,文慶記念内科,779-3124,徳島市国府町中495-1,,,
3797,医療機関,ホウエツ病院,779-3602,美馬市脇町大字猪尻字八幡神社下南130番地3,,,
3798,医療機関,北條病院,778-0002,三好市池田町マチ2526-7,,,
3799,医療機関,ほとり内科,771-0131,徳島市川内町大松８０２−３,,,
3800,医療機関,堀口整形外科,771-0205,板野郡北島町江尻字松ノ本10-2,,,
3801,医療機関,ほり歯科医院,775-0004,海部郡牟岐町大字川長字天神前76,,,
3802,医療機関,ほり歯科クリニック,770-0064,徳島市不動西町1丁目559-5,,,
3803,医療機関,本田歯科クリニック,779-4401,美馬郡つるぎ町半田字中薮235-3,,,
3804,医療機関,前川歯科医院,775-0502,海部郡海陽町久保字松本119番地4,,,
3805,医療機関,前坂歯科医院,779-3303,吉野川市川島町桑村2369-7,,,
3806,医療機関,マキ歯科医院,770-0063,徳島市不動本町1丁目251番地,,,
3807,医療機関,マキ歯科新町診療所,770-0904,徳島市新町橋2-22,,,
3808,医療機関,正木整形・リハビリクリニック,770-8070,徳島市八万町大野115番地3,,,
3809,医療機関,マスカット内科循環器科クリニック,773-0006,小松島市横須町11番53号,,,
3810,医療機関,益崎胃腸科内科医院,779-1242,阿南市那賀川町赤池178-2,,,
3811,医療機関,増田クリニック,771-1251,板野郡藍住町矢上字原174-1,,,
3812,医療機関,益田歯科医院,770-8024,徳島市西須賀町下中須13番地の48,,,
3813,医療機関,枡富歯科医院,771-1201,板野郡藍住町奥野字西中須９４−１,,,
3814,医療機関,ますみクリニック,770-8012,徳島市大原町東千代ケ丸2-9,,,
3815,医療機関,松浦医院,779-4703,三好郡東みよし町中庄28,,,
3816,医療機関,まつうら歯科クリニック,776-0010,吉野川市鴨島町鴨島324番地1,,,
3817,医療機関,松浦歯科クリニック,779-4703,三好郡東みよし町中庄974番地4,,,
3818,医療機関,松浦耳鼻咽喉科,773-0001,小松島市小松島町字外開28-16,,,
3819,医療機関,松尾医院,779-1401,阿南市内原町長谷64番地1,,,
