グループ,施設名,郵便番号,所在地,緯度,経度,電話番号
スポーツ・健康施設,北島北公園総合体育館,771-0202,板野郡北島町太郎八須字五反地10-1,,,088-697-3241
スポーツ・健康施設,北島町武道館,771-0205,板野郡北島町江尻字柳池4-1,,,088-698-6277
スポーツ・健康施設,藍住町武道館,771-1201,板野郡藍住町奥野字矢上前32-1,,,088-637-3128
スポーツ・健康施設,藍住町町民体育館(仮称),771-1201,板野郡藍住町奥野字矢上前18-1,,,088-637-3128
スポーツ・健康施設,藍住町体育センター,771-1250,板野郡藍住町矢上字原230-1,,,088-637-3128
スポーツ・健康施設,藍住町河川敷運動公園,0,板野郡吉野川河川敷(名田橋下流左岸),,,088-637-3128
スポーツ・健康施設,藍住町河川敷運動公園 パークゴルフ場,0,板野郡吉野川河川敷(名田橋下流左岸),,,088-693-1020
スポーツ・健康施設,板野町健康の館,779-0108,板野郡板野町犬伏字大柳1,,,088-672-3333
スポーツ・健康施設,板野町体育センター,779-0104,板野町吹田字間谷14-1,,,088-672-3333
スポーツ・健康施設,上板町ﾌｧﾐﾘｰｽﾎﾟｰﾂ公園,771-1302,板野郡上板町七條字天王7,,,088-694-6557
スポーツ・健康施設,つるぎ町ｽﾎﾟｰﾂｾﾝﾀｰ,779-4100,美馬郡つるぎ町半田字田井202,,,0883-62-2331
スポーツ・健康施設,貞光ゆうゆうぱーく,779-4100,美馬郡つるぎ町貞光字大須賀(吉野川河川敷),,,0883-62-5000
スポーツ・健康施設,貞光ゆうゆうｽﾎﾟｰﾂ広場,779-4100,美馬郡つるぎ町貞光字大須賀15-1,,,0883-62-5000
スポーツ・健康施設,東みよし町総合運動公園,771-2502,三好郡東みよし町足代3936-1,,,0883-79-3217
スポーツ・健康施設,ふれアリーナみよし,771-2501,三好郡東みよし町昼間1734,,,0883-79-2888
スポーツ・健康施設,ぶぶるﾊﾟｰｸみかも,779-4702,三好郡東みよし町西庄字横手1,,,0883-79-5345
スポーツ・健康施設,東みよし町三加茂 Ｂ＆Ｇ海洋センター,779-4702,三好郡東みよし町西庄字横手5-2,,,0883-82-4343
スポーツ・健康施設,東みよし町農業者 トレーニングセンター,779-4702,三好郡東みよし町西庄字横手9-2,,,0883-82-3898
スポーツ・健康施設,加茂農村公園,779-4701,三好郡東みよし町加茂6743,,,0883-82-6309
スポーツ・健康施設,阿讃サーキット,771-2503,三好郡東みよし町東山字滝久保319,,,0883-79-3705
役場,徳島市,770-0847,徳島市幸町2-5,,,
役場,鳴門市,772-0003,鳴門市撫養町南浜字東浜170,,,
役場,小松島市,773-0006,小松島市横須町1-1,,,
役場,阿南市,774-0030,阿南市富岡町トノ町12-3,,,
役場,吉野川市,776-0010,吉野川市鴨島町鴨島115-1,,,
役場,阿波市,771-1703,阿波市阿波町東原173,,,
役場,美馬市,777-0005,美馬市穴吹町穴吹字九反地5,,,
役場,三好市,778-0004,三好市池田町シンマチ1500-2,,,
役場,勝浦町,771-4300,勝浦町大字久国字久保田3,,,
役場,上勝町,771-4500,上勝町大字福原字下横峯3-1,,,
役場,佐那河内村,771-4101,佐那河内村下字中辺71-1,,,
役場,石井町,779-3200,石井町高川原字高川原121-1,,,
役場,神山町,771-3310,神山町神領字本野間100,,,
役場,那賀町,771-5203,那賀町和食郷字南川104-1,,,
役場,牟岐町,775-0000,牟岐町大字中村字本村7-4,,,
役場,美波町,779-2305,美波町奥河内字本村18-1,,,
役場,海陽町,775-0203,海陽町大里字上中須128,,,
役場,松茂町,771-0220,松茂町広島字東裏30,,,
役場,北島町,771-0203,北島町中村字上地23-1,,,
役場,藍住町,771-1201,藍住町奥野字矢上前52-1,,,
役場,板野町,779-0104,板野町吹田字町南22-2,,,
役場,上板町,771-1302,上板町七條字経塚42,,,
役場,つるぎ町,779-4101,つるぎ町貞光字東浦1-3,,,
役場,東みよし町,779-4701,東みよし町加茂3360,,,
高等学校,富岡西高等学校,774-0030,阿南市富岡町小山18-3,33.919003,134.650177,
高等学校,城東高等学校,770-0853,徳島市中徳島町1-5　　　　,34.07256089,134.5588461,
高等学校,城南高等学校,770-8064,徳島市城南町2-2-88,34.05529368,134.5423883,
高等学校,城北高等学校,770-0003,徳島市北田宮4-13-6　　,34.089264,134.5306073,
高等学校,城ノ内高等学校,770-0003,徳島市北田宮1-9-30　　,34.0916785,134.5454833,
高等学校,徳島北高等学校,771-1153,徳島市応神町吉成字中ノ瀬40-6,34.12655188,134.5292454,
高等学校,城西高等学校,770-0046,徳島市鮎喰町2-1,34.0699606,134.5018371,
高等学校,城西高等学校神山分校,771-3310,名西郡神山町神領字北399　　　　　　　　,33.9686637,134.3430483,
高等学校,徳島科学技術高等学校,770-0006,徳島市北矢三町2-1-1,34.08606928,134.5252845,
高等学校,徳島商業高等学校,770-0862,徳島市城東町1-4-1,34.07448355,134.5730166,
高等学校,徳島中央高等学校,770-0006,徳島市北矢三町1-3-8,34.08797787,134.5265981,
高等学校,鳴門高等学校,772-0002,鳴門市撫養町斎田字岩崎135-1,34.178619,134.600922,
高等学校,鳴門渦潮高等学校(撫養キャンパス）,772-0003,鳴門市撫養町南浜字馬目木58,34.17273028,134.5951247,
高等学校,板野高等学校,779-0102,板野郡板野町川端字関ノ本47,34.14127324,134.4699517,
高等学校,小松島高等学校,773-0010,小松島市日開野町字高須47-1　,34.00439946,134.5870247,
高等学校,小松島西高等学校,773-0015,小松島市中田町字原ノ下28-1,34.0154463,134.5775828,
高等学校,小松島西高等学校勝浦校,771-4300,勝浦郡勝浦町大字久国字屋原1,33.93145011,134.5133899,
高等学校,阿南工業高等学校,774-0045,阿南市宝田町今市中新開10-6,33.92535168,134.6395691,
高等学校,富岡東高等学校,774-0011,阿南市領家町走寄102-2,33.92166336,134.6652818,
高等学校,富岡東高等学校羽ノ浦校,779-1101,阿南市羽ノ浦町中庄市50-1,33.95968862,134.6279374,
高等学校,新野高等学校,779-1510,阿南市新野町室ノ久保12,33.85069416,134.5961175,
高等学校,那賀高等学校,771-5209,那賀郡那賀町小仁宇字大坪179-1,33.85748637,134.4814356,
高等学校,海部高等学校,775-0203,海部郡海陽町大里字古畑58-2,33.60766315,134.3580228,
高等学校,名西高等学校,779-3200,名西郡石井町石井字石井21-11,34.07258682,134.4408443,
高等学校,吉野川高等学校,776-0005,吉野川市鴨島町喜来681-9,34.07870261,134.3637189,
高等学校,川島高等学校,779-3303,吉野川市川島町桑村字岡山367-3,34.05924945,134.3247422,
高等学校,阿波高等学校,771-1401,阿波市吉野町柿原字ヒロナカ180,34.09901756,134.3515979,
高等学校,阿波西高等学校,771-1701,阿波市阿波町下喜来南228-1,34.087852,134.264954,
高等学校,穴吹高等学校,777-0005,美馬市穴吹町穴吹字岡33,34.05275635,134.167495,
高等学校,脇町高等学校,779-3600,美馬市脇町大字脇町1270-2,34.07101239,134.1486169,
高等学校,貞光工業高等学校,779-4100,美馬郡つるぎ町貞光字馬出63-2,34.04107339,134.056542,
高等学校,美馬商業高等学校,779-3600,美馬市美馬町字大宮西100-4,34.04892341,134.049454,
高等学校,辻高等学校,779-4802,三好市井川町御領田61-1,34.02871084,133.8749595,
高等学校,池田高等学校,778-0001,三好市池田町ウエノ2834,34.0306652,133.8042725,
高等学校,三好高等学校,778-0020,三好市池田町州津大深田720,34.03795172,133.8495701,
高等学校,徳島市立高等学校,770-0872,徳島市北沖洲1-15-60,34.07209805,134.579123,
高等学校,鳴門渦潮高等学校(大津キャンパス）,772-0032,鳴門市大津町吉永595,34.16529074,134.6023179,
私立学校,四国歯科衛生士学院専門学校,770-8023,徳島市勝占町外敷地16-36,34.01482684,134.5567128,
私立学校,四国歯科衛生士学院専門学校,774-0030,阿南市富岡町トノ町81-1,33.92001732,134.6577233,
私立学校,三好市医師会准看護学院,778-0005,三好市池田町シマ815-2,34.0285147,133.8182771,
私立学校,南海病院付属准看護学院,772-0053,鳴門市鳴門町土佐泊浦字高砂,34.1899745,134.624743,
私立学校,はのうら幼稚園,779-1102,阿南市羽ノ浦町宮倉太田40-3,33.96324173,134.6169569,
私立学校,さゆり幼稚園,771-0212,板野郡松茂町中喜来字稲本175-1,34.14411614,134.5911521,
私立学校,徳島文理大学附属幼稚園,770-8055,徳島市山城町東浜傍示2,34.05260691,134.5599145,
私立学校,神崎幼稚園,774-0003,阿南市畭町新ばり1番地,33.92210668,134.6923037,
私立学校,阿南聖母幼稚園,774-0030,阿南市富岡町あ石19-1,33.91778923,134.6637614,
私立学校,わかくさ幼稚園,770-8003,徳島市津田本町4丁目2番48号,34.04535027,134.576025,
私立学校,四国大学附属幼稚園,771-1151,徳島市応神町古川字戎子野182-4,34.10159128,134.5530792,
私立学校,白うめ幼稚園,779-3126,徳島市国府町矢野字原地65番地,34.05635546,134.4796506,
私立学校,生光学園幼稚園,771-1152,徳島市応神町中原字宮前38,34.10905645,134.5333734,
私立学校,鳴門聖母幼稚園,772-0001,鳴門市撫養町黒崎字松島208番地,34.188354,134.600296,
私立学校,日本聖公会信愛幼稚園,770-0847,徳島市幸町3丁目33,34.06835862,134.5536169,
私立学校,めぐみ幼稚園,776-0010,吉野川市鴨島町鴨島380,34.07135524,134.3585218,
私立学校,徳島文理小学校,770-8055,徳島市山城町東傍示68番地-10,34.0475622,134.5589597,
私立学校,生光学園小学校,771-1152,徳島市応神町中原字宮前38　,34.10958944,134.5334593,
私立学校,徳島文理中学校,770-8054,徳島市山城西4丁目20番地,34.04837603,134.5560186,
私立学校,生光学園中学校,771-1152,徳島市応神町中原字宮前38,34.10897651,134.5335853,
私立学校,生光学園高等学校,771-1152,徳島市応神町中原字宮前38,34.10954947,134.5334646,
私立学校,徳島文理高等学校,770-8054,徳島市山城西4丁目20番地,34.04840714,134.5558497,
私立学校,香蘭高等学校,770-0806,徳島市北前川町2丁目8番地,34.08080057,134.5541429,
私立学校,徳島県鳴門病院附属看護専門学校,772-0002,鳴門市撫養町斎田字見白36-1,34.18196156,134.5955124,
私立学校,独立行政法人国立病院機構東徳島医療センター附属看護学校,779-0105,板野郡板野町大寺字大向１の１,34.13717955,134.468336,
私立学校,徳島県美容学校,770-0022,徳島市佐古二番町３番５号,34.07662308,134.5380187,
私立学校,徳島健祥会福祉専門学校,779-3105,徳島市国府町東高輪字天満,34.09099982,134.4817014,
私立学校,和晃編物ファッションビジネス専門学校,770-0000,徳島市冨田浜1丁目48-2,34.06763356,134.5504751,
私立学校,徳島歯科学院専門学校,770-0003,徳島市北田宮1丁目8-65,34.09018342,134.5471477,
私立学校,ブレーメン愛犬クリエイティブ専門学校,770-0021,徳島市佐古一番町5-4,34.07648824,134.5430366,
私立学校,徳島医療福祉専門学校,771-4300,勝浦郡勝浦町大字三溪字平128-1,33.93441673,134.4987301,
私立学校,平成調理師専門学校,770-0926,徳島市伊賀町2丁目19-2,34.06507671,134.544284,
私立学校,専門学校穴吹情報公務員カレッジ,770-0852,徳島市徳島町2丁目57,34.07347939,134.5580498,
私立学校,専門学校穴吹福祉医療カレッジ,770-0852,徳島市徳島町2丁目20,34.07290451,134.5576371,
私立学校,専門学校穴吹デザインビューティカレッジ,770-0852,徳島市徳島町2丁目20,34.07293339,134.5577659,
私立学校,鴨島女子専門学校,776-0010,吉野川市鴨島町鴨島385,34.07118638,134.3581127,
私立学校,Ｍ・Ａコンピュータスクール,770-0042,徳島市蔵本町2丁目38番地,34.07862014,134.5177753,
私立学校,津田珠算学校,770-8004,徳島市津田西町2丁目1-38,34.04940622,134.5751252,
私立学校,尾上和裁学園,770-0000,徳島市佐古2番町8-9,34.07812045,134.5386719,
私立学校,龍昇経理情報専門学校,770-0042,徳島市蔵本町2丁目39番地,34.078709,134.517715,
小学校,昭和小学校,770-0943,徳島市中昭和町5-60　　　　　,34.0591,134.5638,
小学校,加茂小学校,779-4701,三好郡東みよし町加茂2688,34.0366,133.9233,
小学校,昼間小学校,771-2501,三好郡東みよし町昼間1637,34.0417,133.8767,
小学校,足代小学校,771-2502,三好郡東みよし町足代2708,34.0437,133.9024,
小学校,古見小学校,779-4100,美馬郡つるぎ町一宇字太刀之本5-4,33.9513,134.0622,
小学校,太田小学校,779-4100,美馬郡つるぎ町貞光字太田西107,34.0445,134.0802,
小学校,貞光小学校,779-4100,美馬郡つるぎ町貞光字野口87,34.0372,134.0596,
小学校,八千代小学校,779-4100,美馬郡つるぎ町半田字下喜来1,33.9955,134.025,
小学校,半田小学校,779-4100,美馬郡つるぎ町半田字田井289,34.0321,134.03,
小学校,高志小学校,771-1347,板野郡上板町高瀬字天目一1108,34.104029,134.4189,
小学校,神宅小学校,771-1320,板野郡上板町神宅字喜来135,34.1344,134.4148,
小学校,板野南小学校,779-0118,板野郡板野町下庄字栖養44,34.1239,134.4566,
小学校,板野西小学校,779-0111,板野郡板野町那東字泉西5,34.1362,134.4382,
小学校,板野東小学校,779-0104,板野郡板野町吹田字町東2,34.1474,134.4639,
小学校,藍住東小学校,771-1270,板野郡藍住町勝瑞字成長155-1,34.1275,134.5173,
小学校,藍住西小学校,771-1230,板野郡藍住町富吉字豊吉55-1,34.1348,134.4847,
小学校,藍住南小学校,771-1201,板野郡藍住町奥野字和田95,34.1217,134.4916,
小学校,藍住北小学校,771-1264,板野郡藍住町住吉字乾1,34.1326,134.5057,
小学校,北島南小学校,771-0205,板野郡北島町江尻字宮ノ本40-2,34.1188,134.5438,
小学校,北島北小学校,771-0201,板野郡北島町北村字壱町四反地20-1,34.1368,134.5528,
小学校,松茂小学校,771-0218,板野郡松茂町住吉字住吉開拓187,34.1317,134.59,
小学校,長原小学校,771-0216,板野郡松茂町長原530,34.117568,134.602642,
小学校,宍喰小学校,775-0502,海部郡海陽町久保字松本88,33.5672,134.3018,
小学校,海南小学校,775-0202,海部郡海陽町四方原字旭町50,33.6067,134.3546,
小学校,日和佐小学校,779-2305,海部郡美波町奥河内字本村34-1,33.7353,134.5365,
小学校,由岐小学校,779-2103,海部郡美波町西の地字谷裏90-19,33.7759,134.5974,
小学校,伊座利小学校,779-2107,海部郡美波町伊座利354-2,33.806,134.6695,
小学校,牟岐小学校,775-0000,海部郡牟岐町大字川長字市宇谷100,33.6683,134.4196,
小学校,北川小学校,771-6511,那賀郡那賀町木頭折宇字六地蔵89,33.7749,134.1139,
小学校,木頭小学校,771-6403,那賀郡那賀町木頭和無田字ナカスジ1,33.7722,134.1982,
